matrixID,userID,ISBN,bookRating,totalRatingCount
240,78783,60934417,0,108
242,81977,60934417,0,108
243,85526,60934417,0,108
244,85757,60934417,0,108
246,89602,60934417,7,108
247,91832,60934417,10,108
248,91931,60934417,0,108
249,95359,60934417,9,108
250,101305,60934417,8,108
251,101876,60934417,0,108
252,102967,60934417,0,108
253,105979,60934417,0,108
254,108005,60934417,0,108
255,110973,60934417,0,108
256,113270,60934417,10,108
257,114414,60934417,0,108
258,114988,60934417,0,108
259,115120,60934417,0,108
260,115490,60934417,0,108
261,122429,60934417,0,108
262,123790,60934417,0,108
263,124363,60934417,0,108
265,129465,60934417,0,108
266,130571,60934417,9,108
268,132083,60934417,0,108
269,133571,60934417,0,108
270,135045,60934417,0,108
271,135458,60934417,9,108
272,135831,60934417,0,108
273,137589,60934417,0,108
275,141710,60934417,0,108
276,143175,60934417,0,108
278,145641,60934417,0,108
279,148744,60934417,8,108
280,150979,60934417,9,108
281,151589,60934417,10,108
282,155147,60934417,7,108
283,156150,60934417,0,108
284,160819,60934417,0,108
285,165308,60934417,0,108
286,168144,60934417,10,108
287,172742,60934417,0,108
288,173415,60934417,10,108
290,174304,60934417,0,108
291,177090,60934417,0,108
293,181687,60934417,7,108
295,187145,60934417,0,108
296,204864,60934417,0,108
297,206534,60934417,9,108
298,208141,60934417,0,108
299,211430,60934417,9,108
300,212923,60934417,10,108
302,221445,60934417,0,108
303,223087,60934417,5,108
304,224349,60934417,0,108
305,224764,60934417,5,108
306,225763,60934417,0,108
307,227447,60934417,0,108
309,232131,60934417,9,108
310,236757,60934417,9,108
311,238120,60934417,0,108
312,238526,60934417,0,108
314,252695,60934417,7,108
315,255489,60934417,9,108
316,259629,60934417,0,108
318,271705,60934417,0,108
319,273979,60934417,9,108
321,277427,61009059,9,108
322,6251,61009059,7,108
323,6543,61009059,8,108
324,6575,61009059,0,108
325,7346,61009059,0,108
326,7915,61009059,8,108
327,8067,61009059,10,108
329,13273,61009059,0,108
330,13552,61009059,0,108
331,14521,61009059,0,108
332,16795,61009059,9,108
333,23768,61009059,8,108
334,25981,61009059,0,108
335,26544,61009059,0,108
336,30276,61009059,7,108
337,33974,61009059,0,108
338,35859,61009059,10,108
339,37950,61009059,0,108
340,41084,61009059,0,108
341,43246,61009059,0,108
342,60337,61009059,0,108
343,62272,61009059,0,108
344,64436,61009059,7,108
345,70415,61009059,0,108
346,75860,61009059,0,108
347,78783,61009059,0,108
348,82407,61009059,0,108
349,84024,61009059,0,108
350,85656,61009059,0,108
351,88793,61009059,9,108
352,93363,61009059,0,108
353,95359,61009059,8,108
354,96054,61009059,0,108
355,102275,61009059,0,108
356,104636,61009059,9,108
357,104665,61009059,6,108
358,108005,61009059,0,108
359,112026,61009059,0,108
360,113519,61009059,0,108
361,115003,61009059,7,108
362,119575,61009059,0,108
363,125692,61009059,0,108
364,128835,61009059,0,108
365,129008,61009059,0,108
366,129358,61009059,0,108
367,130474,61009059,0,108
368,130571,61009059,8,108
370,133571,61009059,7,108
371,133747,61009059,0,108
372,135149,61009059,7,108
373,136010,61009059,8,108
374,136205,61009059,0,108
375,141710,61009059,0,108
376,144531,61009059,0,108
378,145641,61009059,10,108
379,146113,61009059,7,108
380,149934,61009059,0,108
381,153662,61009059,9,108
382,156269,61009059,0,108
383,157273,61009059,0,108
384,161752,61009059,0,108
385,162639,61009059,0,108
386,165308,61009059,10,108
387,167471,61009059,9,108
388,170229,61009059,0,108
389,175003,61009059,0,108
390,177072,61009059,0,108
391,177374,61009059,0,108
392,177458,61009059,8,108
393,178667,61009059,0,108
394,194669,61009059,0,108
395,195694,61009059,0,108
396,196077,61009059,0,108
397,200226,61009059,0,108
398,204864,61009059,0,108
399,206567,61009059,0,108
400,210485,61009059,0,108
401,213350,61009059,0,108
402,217375,61009059,0,108
403,218552,61009059,0,108
404,221445,61009059,0,108
405,225763,61009059,0,108
406,226879,61009059,0,108
407,227447,61009059,0,108
408,227520,61009059,0,108
409,232131,61009059,0,108
410,235105,61009059,0,108
412,236757,61009059,5,108
413,239584,61009059,5,108
414,240144,61009059,0,108
415,242299,61009059,8,108
416,242824,61009059,0,108
417,243077,61009059,8,108
418,245410,61009059,7,108
419,250184,61009059,8,108
420,252071,61009059,0,108
421,254465,61009059,0,108
422,255489,61009059,0,108
423,259260,61009059,9,108
424,259629,61009059,0,108
425,265115,61009059,0,108
426,265313,61009059,0,108
427,271284,61009059,0,108
428,275970,61009059,0,108
429,277427,006440188X,0,79
431,16795,006440188X,8,79
432,21014,006440188X,9,79
433,76499,006440188X,10,79
435,78553,006440188X,10,79
436,82831,006440188X,0,79
437,91931,006440188X,0,79
438,102967,006440188X,0,79
439,114868,006440188X,9,79
440,115490,006440188X,0,79
441,153662,006440188X,10,79
442,174304,006440188X,9,79
444,194600,006440188X,0,79
445,226965,006440188X,10,79
446,232131,006440188X,0,79
447,238120,006440188X,0,79
448,239584,006440188X,10,79
449,242299,006440188X,0,79
450,252695,006440188X,0,79
451,254465,006440188X,10,79
452,277427,140067477,0,77
453,3363,140067477,0,77
454,6251,140067477,10,77
456,14521,140067477,0,77
457,21014,140067477,0,77
458,32773,140067477,8,77
459,37950,140067477,6,77
460,38023,140067477,0,77
461,41084,140067477,0,77
462,44728,140067477,0,77
463,50547,140067477,0,77
464,55187,140067477,5,77
465,55492,140067477,0,77
466,55548,140067477,10,77
468,56447,140067477,8,77
469,56959,140067477,0,77
470,60244,140067477,0,77
471,60277,140067477,0,77
472,69355,140067477,5,77
473,78834,140067477,0,77
474,81492,140067477,0,77
475,85426,140067477,0,77
476,85656,140067477,0,77
478,89602,140067477,0,77
479,91832,140067477,0,77
480,93629,140067477,0,77
481,98758,140067477,0,77
482,101851,140067477,10,77
483,101876,140067477,8,77
484,114868,140067477,0,77
485,114988,140067477,0,77
486,115490,140067477,0,77
487,125519,140067477,0,77
488,127359,140067477,0,77
490,150979,140067477,8,77
491,164027,140067477,10,77
492,168064,140067477,7,77
493,171118,140067477,0,77
494,179772,140067477,10,77
495,179978,140067477,10,77
496,184299,140067477,0,77
497,187170,140067477,0,77
498,189835,140067477,5,77
499,198621,140067477,0,77
500,198711,140067477,0,77
501,200226,140067477,0,77
502,203240,140067477,0,77
503,211426,140067477,9,77
504,217106,140067477,5,77
505,224349,140067477,0,77
506,226965,140067477,10,77
507,230522,140067477,0,77
509,234623,140067477,0,77
511,245963,140067477,0,77
512,247447,140067477,0,77
513,249628,140067477,0,77
514,249894,140067477,8,77
515,251422,140067477,7,77
516,252820,140067477,0,77
517,266865,140067477,0,77
518,268622,140067477,0,77
519,268932,140067477,0,77
520,277427,014029628X,0,92
521,6575,014029628X,7,92
522,7346,014029628X,8,92
525,21014,014029628X,8,92
526,23768,014029628X,0,92
527,36606,014029628X,8,92
528,37712,014029628X,9,92
529,38023,014029628X,0,92
530,50225,014029628X,0,92
531,60244,014029628X,8,92
532,73394,014029628X,0,92
533,75591,014029628X,0,92
534,76499,014029628X,10,92
537,85426,014029628X,0,92
538,88793,014029628X,5,92
539,89602,014029628X,0,92
540,98741,014029628X,0,92
541,101876,014029628X,0,92
542,102967,014029628X,8,92
543,106225,014029628X,9,92
544,110912,014029628X,9,92
545,110973,014029628X,0,92
546,112881,014029628X,0,92
547,114414,014029628X,0,92
548,115003,014029628X,0,92
549,125039,014029628X,0,92
551,135149,014029628X,0,92
552,141493,014029628X,0,92
554,144531,014029628X,8,92
555,148258,014029628X,0,92
556,149907,014029628X,0,92
557,149934,014029628X,0,92
558,151790,014029628X,0,92
559,154992,014029628X,0,92
560,156150,014029628X,0,92
561,162639,014029628X,0,92
562,165308,014029628X,8,92
563,168144,014029628X,0,92
564,181687,014029628X,9,92
565,187145,014029628X,0,92
566,187256,014029628X,9,92
567,193499,014029628X,0,92
569,203240,014029628X,7,92
570,204864,014029628X,0,92
571,205980,014029628X,0,92
572,211426,014029628X,7,92
573,212923,014029628X,8,92
575,221445,014029628X,9,92
576,224349,014029628X,0,92
577,225763,014029628X,0,92
578,226879,014029628X,0,92
579,227447,014029628X,0,92
580,229011,014029628X,6,92
581,231210,014029628X,0,92
582,232131,014029628X,0,92
583,234359,014029628X,0,92
584,238120,014029628X,0,92
585,239584,014029628X,9,92
587,263460,014029628X,0,92
588,265115,014029628X,9,92
589,266056,014029628X,8,92
590,268110,014029628X,0,92
591,268622,014029628X,10,92
592,270713,014029628X,7,92
593,271705,014029628X,8,92
594,274808,014029628X,0,92
595,275970,014029628X,9,92
596,277427,014100018X,0,104
597,254,014100018X,0,104
598,2766,014100018X,0,104
599,6563,014100018X,0,104
600,7346,014100018X,0,104
602,16795,014100018X,0,104
603,26544,014100018X,0,104
604,30487,014100018X,0,104
605,30972,014100018X,7,104
606,37712,014100018X,0,104
607,43246,014100018X,10,104
609,46398,014100018X,0,104
610,56856,014100018X,0,104
611,63938,014100018X,8,104
612,78783,014100018X,0,104
613,78834,014100018X,0,104
614,88733,014100018X,0,104
615,89602,014100018X,0,104
616,95359,014100018X,0,104
617,107021,014100018X,0,104
619,113519,014100018X,0,104
620,114868,014100018X,9,104
621,123790,014100018X,0,104
622,133747,014100018X,8,104
623,135149,014100018X,0,104
624,136139,014100018X,8,104
626,147141,014100018X,0,104
628,154992,014100018X,0,104
629,155147,014100018X,0,104
630,155219,014100018X,9,104
631,157273,014100018X,0,104
632,161752,014100018X,0,104
633,162639,014100018X,0,104
634,172742,014100018X,0,104
635,175003,014100018X,0,104
636,177072,014100018X,9,104
637,188010,014100018X,8,104
638,195694,014100018X,0,104
639,196077,014100018X,9,104
640,204864,014100018X,0,104
641,205980,014100018X,0,104
642,206567,014100018X,0,104
643,224430,014100018X,0,104
644,227705,014100018X,9,104
645,229313,014100018X,0,104
646,230708,014100018X,0,104
647,240144,014100018X,0,104
649,246655,014100018X,0,104
650,255489,014100018X,0,104
651,265889,014100018X,0,104
652,266056,014100018X,0,104
653,268032,014100018X,8,104
654,275970,014100018X,0,104
655,277427,142001740,0,209
656,254,142001740,9,209
657,2766,142001740,0,209
658,4017,142001740,0,209
659,6543,142001740,9,209
660,6575,142001740,8,209
661,8681,142001740,9,209
663,11993,142001740,0,209
664,16106,142001740,0,209
665,16795,142001740,10,209
668,21014,142001740,0,209
669,21252,142001740,9,209
670,21659,142001740,0,209
671,22625,142001740,9,209
672,25981,142001740,0,209
673,29259,142001740,10,209
674,31315,142001740,0,209
675,31556,142001740,0,209
677,33974,142001740,0,209
678,35859,142001740,9,209
679,36606,142001740,10,209
680,36907,142001740,0,209
681,37712,142001740,9,209
682,39616,142001740,0,209
683,40943,142001740,0,209
684,46398,142001740,0,209
685,50225,142001740,0,209
686,51450,142001740,8,209
687,53174,142001740,0,209
688,55492,142001740,0,209
689,55548,142001740,10,209
690,60244,142001740,8,209
691,60337,142001740,8,209
692,64436,142001740,0,209
693,69697,142001740,0,209
694,69971,142001740,9,209
695,75591,142001740,0,209
696,76352,142001740,0,209
697,76942,142001740,0,209
698,77809,142001740,0,209
699,78783,142001740,0,209
700,78834,142001740,0,209
701,81045,142001740,0,209
702,85526,142001740,0,209
703,85757,142001740,0,209
704,87555,142001740,0,209
705,87974,142001740,0,209
707,88937,142001740,0,209
708,89602,142001740,9,209
710,91931,142001740,0,209
711,92547,142001740,0,209
712,93363,142001740,0,209
713,93629,142001740,0,209
714,96054,142001740,0,209
715,98741,142001740,0,209
716,100459,142001740,0,209
717,106225,142001740,8,209
718,110912,142001740,0,209
719,110973,142001740,0,209
720,112881,142001740,0,209
721,113270,142001740,0,209
722,113519,142001740,0,209
723,114988,142001740,0,209
724,115003,142001740,0,209
725,115120,142001740,0,209
726,115490,142001740,0,209
727,123790,142001740,0,209
728,124363,142001740,10,209
729,125519,142001740,0,209
730,126736,142001740,0,209
731,127429,142001740,0,209
732,128208,142001740,0,209
733,135831,142001740,8,209
734,136139,142001740,0,209
735,136205,142001740,10,209
736,136382,142001740,0,209
737,141493,142001740,0,209
738,141710,142001740,0,209
739,142093,142001740,0,209
740,144531,142001740,0,209
741,145619,142001740,0,209
742,145641,142001740,0,209
743,153662,142001740,0,209
744,155219,142001740,0,209
745,156150,142001740,0,209
747,162639,142001740,0,209
748,163804,142001740,7,209
750,168047,142001740,10,209
751,169233,142001740,0,209
752,170513,142001740,0,209
753,172512,142001740,9,209
754,172742,142001740,0,209
755,173291,142001740,0,209
756,178199,142001740,10,209
757,178667,142001740,9,209
759,187145,142001740,0,209
760,187256,142001740,10,209
761,188010,142001740,0,209
762,194669,142001740,0,209
763,196047,142001740,0,209
764,196502,142001740,0,209
766,199772,142001740,0,209
767,203240,142001740,5,209
768,204864,142001740,0,209
769,206074,142001740,4,209
770,206534,142001740,0,209
771,208829,142001740,0,209
772,210485,142001740,9,209
773,211426,142001740,0,209
774,211430,142001740,0,209
775,223154,142001740,9,209
776,224349,142001740,0,209
777,225763,142001740,0,209
778,227447,142001740,0,209
779,227520,142001740,0,209
780,228681,142001740,7,209
781,228764,142001740,0,209
782,228998,142001740,0,209
783,229551,142001740,0,209
784,230522,142001740,9,209
785,234359,142001740,9,209
786,234623,142001740,0,209
787,235842,142001740,0,209
788,235935,142001740,10,209
789,238120,142001740,0,209
790,240144,142001740,0,209
791,240567,142001740,10,209
792,242299,142001740,6,209
793,244736,142001740,0,209
794,250184,142001740,0,209
795,250405,142001740,0,209
796,251422,142001740,0,209
797,252695,142001740,0,209
798,254971,142001740,0,209
799,255489,142001740,8,209
800,257700,142001740,0,209
801,258534,142001740,0,209
802,259260,142001740,10,209
803,259629,142001740,0,209
805,263460,142001740,0,209
806,265115,142001740,0,209
807,266056,142001740,0,209
808,266865,142001740,7,209
810,268622,142001740,0,209
811,271195,142001740,0,209
812,271705,142001740,0,209
813,273979,142001740,0,209
814,274808,142001740,0,209
815,277427,312966091,0,105
816,6251,312966091,9,105
817,6543,312966091,0,105
818,6575,312966091,0,105
819,7915,312966091,8,105
820,8067,312966091,0,105
821,11601,312966091,0,105
823,13552,312966091,0,105
824,16795,312966091,0,105
825,23768,312966091,0,105
826,25981,312966091,10,105
827,30972,312966091,0,105
828,31315,312966091,0,105
829,32773,312966091,0,105
830,35859,312966091,9,105
831,41084,312966091,0,105
832,43246,312966091,0,105
833,49889,312966091,0,105
834,51450,312966091,10,105
835,60244,312966091,9,105
836,62272,312966091,10,105
838,75860,312966091,0,105
839,76818,312966091,0,105
840,78783,312966091,0,105
841,83287,312966091,0,105
842,84024,312966091,9,105
843,87746,312966091,0,105
844,88793,312966091,0,105
845,96054,312966091,0,105
846,98741,312966091,0,105
847,100846,312966091,8,105
848,102275,312966091,0,105
849,102647,312966091,0,105
850,104636,312966091,9,105
851,104665,312966091,6,105
852,107021,312966091,0,105
853,110934,312966091,9,105
854,112026,312966091,0,105
855,113519,312966091,0,105
856,125692,312966091,0,105
857,129358,312966091,0,105
858,130571,312966091,0,105
859,131046,312966091,8,105
861,135045,312966091,9,105
862,136010,312966091,0,105
863,136382,312966091,8,105
865,141710,312966091,0,105
866,143415,312966091,0,105
867,144531,312966091,9,105
869,146113,312966091,0,105
870,149934,312966091,0,105
871,153662,312966091,0,105
872,157273,312966091,0,105
873,158295,312966091,7,105
874,161752,312966091,7,105
875,162639,312966091,10,105
876,162738,312966091,0,105
877,163804,312966091,0,105
878,166123,312966091,0,105
879,170634,312966091,0,105
880,172030,312966091,0,105
881,173415,312966091,5,105
882,175003,312966091,0,105
883,177090,312966091,0,105
885,183196,312966091,0,105
886,194669,312966091,0,105
887,195694,312966091,0,105
888,200226,312966091,0,105
889,201674,312966091,0,105
890,203799,312966091,0,105
891,205473,312966091,0,105
892,206074,312966091,0,105
893,208141,312966091,0,105
894,208147,312966091,10,105
895,210959,312966091,8,105
896,213350,312966091,0,105
897,217375,312966091,0,105
898,218552,312966091,0,105
899,221445,312966091,8,105
900,225810,312966091,0,105
901,226879,312966091,8,105
902,227520,312966091,0,105
903,228764,312966091,0,105
905,236757,312966091,0,105
906,240144,312966091,0,105
907,240567,312966091,0,105
908,241980,312966091,10,105
909,242299,312966091,0,105
910,243077,312966091,0,105
911,245410,312966091,7,105
912,247447,312966091,9,105
913,256167,312966091,9,105
914,258534,312966091,10,105
915,261829,312966091,0,105
916,264082,312966091,0,105
917,271195,312966091,0,105
918,271448,312966091,9,105
919,274308,312966091,0,105
920,277427,031298328X,0,79
921,6575,031298328X,0,79
922,8067,031298328X,10,79
924,25409,031298328X,0,79
925,25981,031298328X,0,79
926,31315,031298328X,0,79
928,35859,031298328X,0,79
929,39281,031298328X,0,79
931,49109,031298328X,0,79
933,51450,031298328X,0,79
934,55492,031298328X,0,79
935,56959,031298328X,0,79
936,60244,031298328X,0,79
937,60707,031298328X,8,79
938,63394,031298328X,0,79
939,69697,031298328X,0,79
940,70415,031298328X,0,79
941,76352,031298328X,0,79
942,88733,031298328X,0,79
943,98391,031298328X,9,79
944,98741,031298328X,0,79
945,102275,031298328X,0,79
946,102967,031298328X,0,79
947,104636,031298328X,0,79
948,107784,031298328X,5,79
949,114988,031298328X,1,79
951,115490,031298328X,0,79
953,125692,031298328X,0,79
954,127359,031298328X,0,79
955,129358,031298328X,0,79
956,131046,031298328X,0,79
958,135149,031298328X,0,79
959,136010,031298328X,0,79
960,144531,031298328X,0,79
961,145449,031298328X,5,79
962,146113,031298328X,0,79
963,153662,031298328X,0,79
964,156467,031298328X,10,79
965,159033,031298328X,0,79
966,159858,031298328X,0,79
967,162639,031298328X,0,79
968,165308,031298328X,0,79
969,167471,031298328X,8,79
970,172742,031298328X,0,79
971,175003,031298328X,0,79
972,177090,031298328X,0,79
973,178667,031298328X,0,79
975,190925,031298328X,0,79
976,193499,031298328X,0,79
977,194669,031298328X,0,79
978,200226,031298328X,0,79
979,201017,031298328X,0,79
980,206074,031298328X,8,79
981,211426,031298328X,0,79
982,213150,031298328X,5,79
983,221445,031298328X,4,79
984,225810,031298328X,0,79
985,226545,031298328X,0,79
986,227705,031298328X,0,79
987,233911,031298328X,0,79
988,235935,031298328X,9,79
989,236757,031298328X,1,79
990,238781,031298328X,0,79
991,241980,031298328X,9,79
992,247447,031298328X,0,79
993,247752,031298328X,0,79
994,256167,031298328X,0,79
995,261829,031298328X,0,79
996,262399,031298328X,0,79
997,269719,031298328X,0,79
998,277427,316096199,0,115
999,3363,316096199,10,115
1000,4017,316096199,10,115
1001,6323,316096199,0,115
1002,6563,316096199,0,115
1003,7158,316096199,0,115
1004,7346,316096199,8,115
1006,12538,316096199,8,115
1007,13273,316096199,0,115
1008,13552,316096199,0,115
1009,16106,316096199,0,115
1010,16795,316096199,0,115
1011,16966,316096199,0,115
1012,28204,316096199,0,115
1013,33974,316096199,0,115
1014,35859,316096199,0,115
1015,36609,316096199,9,115
1016,39646,316096199,0,115
1017,39773,316096199,0,115
1018,40943,316096199,0,115
1019,43246,316096199,9,115
1022,50225,316096199,0,115
1023,51450,316096199,0,115
1024,55492,316096199,0,115
1025,60244,316096199,0,115
1026,60337,316096199,9,115
1027,64436,316096199,0,115
1028,70052,316096199,0,115
1029,73394,316096199,0,115
1030,78783,316096199,0,115
1031,78834,316096199,0,115
1032,79186,316096199,0,115
1034,81492,316096199,9,115
1035,85426,316096199,0,115
1037,95359,316096199,9,115
1038,96054,316096199,0,115
1039,97874,316096199,5,115
1040,104636,316096199,0,115
1041,104665,316096199,9,115
1042,105979,316096199,10,115
1043,107784,316096199,4,115
1044,108005,316096199,0,115
1045,110912,316096199,0,115
1046,111174,316096199,0,115
1047,112026,316096199,0,115
1048,112881,316096199,0,115
1049,113519,316096199,0,115
1050,114868,316096199,0,115
1051,115003,316096199,0,115
1052,117251,316096199,0,115
1053,122793,316096199,0,115
1054,125203,316096199,0,115
1055,127233,316096199,0,115
1056,127359,316096199,0,115
1057,130571,316096199,0,115
1058,135831,316096199,0,115
1059,138097,316096199,0,115
1060,138441,316096199,9,115
1061,139742,316096199,0,115
1063,145449,316096199,0,115
1064,147141,316096199,0,115
1066,147847,316096199,0,115
1068,150968,316096199,0,115
1069,150979,316096199,9,115
1070,152186,316096199,0,115
1071,157273,316096199,0,115
1072,164027,316096199,5,115
1073,166596,316096199,0,115
1075,172030,316096199,0,115
1076,173415,316096199,0,115
1077,174304,316096199,0,115
1078,179978,316096199,0,115
1079,181687,316096199,10,115
1080,185233,316096199,0,115
1081,189334,316096199,0,115
1082,194600,316096199,0,115
1083,200226,316096199,0,115
1084,204864,316096199,0,115
1085,205735,316096199,0,115
1086,206534,316096199,0,115
1087,207782,316096199,8,115
1088,210485,316096199,9,115
1090,219546,316096199,9,115
1091,224138,316096199,10,115
1092,225763,316096199,6,115
1093,225810,316096199,0,115
1094,227447,316096199,10,115
1095,235282,316096199,8,115
1096,238120,316096199,0,115
1097,238781,316096199,0,115
1099,240568,316096199,0,115
1100,244736,316096199,9,115
1101,246311,316096199,9,115
1102,247447,316096199,0,115
1104,258534,316096199,0,115
1105,260183,316096199,9,115
1106,260897,316096199,0,115
1107,261829,316096199,8,115
1108,263163,316096199,0,115
1109,264321,316096199,0,115
1110,266865,316096199,0,115
1111,271705,316096199,7,115
1112,275970,316096199,0,115
1113,277427,316168688,0,55
1114,6543,316168688,0,55
1115,7158,316168688,8,55
1117,14422,316168688,0,55
1118,16795,316168688,10,55
1119,29259,316168688,0,55
1120,31315,316168688,9,55
1121,36606,316168688,0,55
1122,36609,316168688,0,55
1123,39773,316168688,0,55
1124,43246,316168688,10,55
1125,60244,316168688,0,55
1126,73394,316168688,0,55
1127,85757,316168688,0,55
1128,87555,316168688,0,55
1129,88793,316168688,10,55
1130,98391,316168688,8,55
1131,98741,316168688,0,55
1132,100906,316168688,0,55
1133,101305,316168688,0,55
1134,114414,316168688,0,55
1135,115490,316168688,0,55
1136,117251,316168688,0,55
1137,127359,316168688,8,55
1138,127429,316168688,0,55
1139,135045,316168688,9,55
1140,135149,316168688,0,55
1141,141710,316168688,0,55
1142,150968,316168688,0,55
1143,150979,316168688,8,55
1144,153662,316168688,0,55
1145,154992,316168688,0,55
